PPI,min_score,max_score,avg_score
T29-0_A_B,-5.982975959777832,3.499037504196167,-0.5821167230606079
T29-1000_A_B,-6.016097545623779,4.913208484649658,-0.05197900906205177
T29-1001_A_B,-4.10811710357666,1.668689250946045,-0.5990995764732361
T29-1002_A_B,-4.564601898193359,2.7784171104431152,-0.49962976574897766
T29-1003_A_B,-4.426652431488037,1.1460411548614502,-0.9178289175033569
T29-1004_A_B,-2.8425443172454834,3.4870288372039795,0.9056693315505981
T29-1005_A_B,-3.352712869644165,4.433786392211914,0.898635983467102
T29-1006_A_B,-2.591676712036133,0.566313624382019,-0.8638221025466919
T29-1007_A_B,-3.3346974849700928,3.2737865447998047,0.23573502898216248
T29-1008_A_B,-1.487135648727417,4.157537460327148,1.2795920372009277
T29-1009_A_B,-10.361175537109375,2.6944661140441895,-2.820058822631836
T29-100_A_B,-7.175106048583984,3.116070032119751,-1.1255382299423218
T29-1010_A_B,-4.240692615509033,4.273016452789307,0.10661189258098602
T29-1011_A_B,-5.811837673187256,2.6049983501434326,-1.0614933967590332
T29-1012_A_B,-9.680065155029297,2.313936710357666,-2.389019012451172
T29-1013_A_B,-4.280591011047363,3.1323089599609375,-0.6822718977928162
T29-1014_A_B,-7.670854568481445,2.0815017223358154,-2.079444169998169
T29-1015_A_B,-4.374157905578613,4.620626449584961,0.2403125911951065
T29-1016_A_B,-9.40274429321289,3.8739733695983887,-1.365031361579895
T29-1017_A_B,-5.694025993347168,2.2250421047210693,-1.200231909751892
T29-1018_A_B,-10.342453956604004,2.5513768196105957,-1.0485692024230957
T29-1019_A_B,-10.169008255004883,2.968411922454834,-1.9894988536834717
T29-101_A_B,-3.1763553619384766,3.726487159729004,1.140974760055542
T29-1020_A_B,-4.985118865966797,2.220585584640503,-0.8050693869590759
T29-1022_A_B,-12.697699546813965,3.4998865127563477,-2.035642147064209
T29-1023_A_B,-6.5600433349609375,1.2913931608200073,-1.3269879817962646
T29-1024_A_B,-3.660346031188965,2.147803544998169,-0.37307974696159363
T29-1025_A_B,-3.0101330280303955,2.7627081871032715,0.17973501980304718
T29-1026_A_B,-3.770874261856079,1.6769880056381226,-0.29946058988571167
T29-1027_A_B,-6.3651251792907715,2.201202154159546,-0.7108826637268066
T29-1028_A_B,-2.836521863937378,5.360755920410156,1.3683663606643677
T29-1029_A_B,-4.407076835632324,2.0867104530334473,-0.7476910948753357
T29-102_A_B,-2.8133416175842285,4.6205854415893555,1.590165138244629
T29-1030_A_B,-3.5893032550811768,3.9696452617645264,1.4687613248825073
T29-1031_A_B,-3.6902236938476562,2.1915924549102783,-0.4978068768978119
T29-1032_A_B,-3.9517369270324707,2.589158773422241,-0.1603550910949707
T29-1033_A_B,-4.833308696746826,3.718937635421753,-0.5938984751701355
T29-1034_A_B,-2.514265537261963,4.154338359832764,1.2805819511413574
T29-1035_A_B,-10.209683418273926,2.356496810913086,-1.3575581312179565
T29-1036_A_B,-4.692519187927246,2.1499693393707275,-0.8266107439994812
T29-1037_A_B,-4.022413730621338,3.4842021465301514,0.4443413317203522
T29-1038_A_B,-4.36417293548584,3.4332895278930664,0.4432416260242462
T29-1039_A_B,-7.947014331817627,3.867460250854492,-1.3235081434249878
T29-103_A_B,-7.2449049949646,3.526613235473633,-1.261325716972351
T29-1040_A_B,-7.635051250457764,4.422024726867676,-0.7115784883499146
T29-1042_A_B,-3.8569486141204834,3.6224586963653564,0.26860734820365906
T29-1043_A_B,-7.045708656311035,2.283663034439087,-1.1344170570373535
T29-1044_A_B,-9.886445999145508,3.0348548889160156,-2.1954903602600098
T29-1045_A_B,-3.4944071769714355,4.852578163146973,0.516925036907196
T29-1046_A_B,-7.587366104125977,3.0394082069396973,-1.0644317865371704
T29-1047_A_B,-4.68199348449707,3.9831080436706543,0.8107028603553772
T29-1048_A_B,-3.491560935974121,5.095881462097168,1.2865774631500244
T29-1049_A_B,-4.821676731109619,2.9284701347351074,-0.23615844547748566
T29-104_A_B,-3.4499096870422363,3.4477155208587646,0.9506946802139282
T29-1050_A_B,-4.7747273445129395,4.064783573150635,0.32339268922805786
T29-1051_A_B,-5.197464942932129,4.146228790283203,-0.26483842730522156
T29-1052_A_B,-1.945011019706726,4.663274765014648,1.6085025072097778
T29-1053_A_B,-7.1589555740356445,5.151566028594971,-0.5309979915618896
T29-1054_A_B,-8.655508995056152,2.5993247032165527,-1.5344129800796509
T29-1055_A_B,-4.515882968902588,4.248805522918701,-0.061156149953603745
T29-1057_A_B,-5.113646984100342,3.3925156593322754,-0.14237533509731293
T29-1058_A_B,-5.146182537078857,1.6118841171264648,-1.121270775794983
T29-1059_A_B,-5.797476291656494,2.989659309387207,-0.45175573229789734
T29-105_A_B,-5.7273640632629395,2.8755674362182617,-0.1767963320016861
T29-1060_A_B,-2.5415608882904053,4.2650275230407715,1.3503912687301636
T29-1061_A_B,-3.200934886932373,3.936707019805908,0.8968445062637329
T29-1062_A_B,-1.9877450466156006,4.315864562988281,0.790510356426239
T29-1063_A_B,-2.6981201171875,5.1153564453125,1.2312709093093872
T29-1064_A_B,-7.218888282775879,1.6574348211288452,-1.1244018077850342
T29-1065_A_B,-3.966447114944458,3.1735222339630127,-0.3148745894432068
T29-1066_A_B,-2.3388969898223877,3.714768886566162,1.1770763397216797
T29-1067_A_B,-4.36855411529541,3.3781726360321045,0.6967173218727112
T29-1068_A_B,-4.17827844619751,2.5753042697906494,-0.11475114524364471
T29-106_A_B,-7.2804694175720215,2.2090859413146973,-1.262595772743225
T29-1070_A_B,-2.9907989501953125,3.408632278442383,0.5928846597671509
T29-1071_A_B,-7.9584808349609375,2.7184579372406006,-0.9114456176757812
T29-1072_A_B,-4.720913887023926,2.942232370376587,0.01810869202017784
T29-1073_A_B,-8.539560317993164,2.970062255859375,-1.5152382850646973
T29-1074_A_B,-8.591779708862305,1.4981811046600342,-2.7400381565093994
T29-1075_A_B,-4.294907093048096,2.968749761581421,-0.07806530594825745
T29-1076_A_B,-6.152560234069824,3.9406707286834717,0.4598265290260315
T29-1077_A_B,-5.451383113861084,2.889672040939331,-0.7989179491996765
T29-1078_A_B,-4.521406173706055,5.7205810546875,-0.026885489001870155
T29-1079_A_B,-2.9754977226257324,6.029402256011963,1.4727147817611694
T29-107_A_B,-4.360276699066162,3.3032209873199463,-0.28865498304367065
T29-1080_A_B,-3.734373092651367,1.9070467948913574,-0.7479703426361084
T29-1081_A_B,-6.926780700683594,4.126047611236572,-1.358495831489563
T29-1082_A_B,-2.254747152328491,4.651654243469238,1.6204004287719727
T29-1083_A_B,-6.393736839294434,3.9287519454956055,-1.1967215538024902
T29-1084_A_B,-4.617799282073975,3.3569772243499756,0.22043326497077942
T29-1085_A_B,-3.5091311931610107,1.8911159038543701,0.08912897855043411
T29-1086_A_B,-6.062259674072266,2.997758626937866,-0.5731357336044312
T29-1087_A_B,-4.175500869750977,4.784184455871582,-0.10491138696670532
T29-1088_A_B,-5.160617351531982,4.162344455718994,-0.007461541332304478
T29-1089_A_B,-4.378887176513672,4.7315287590026855,-0.28585028648376465
T29-108_A_B,-5.764368057250977,2.6495189666748047,-0.7137394547462463
T29-1091_A_B,-6.415281295776367,3.135434627532959,-1.115398645401001
T29-1092_A_B,-4.463944911956787,4.281544208526611,0.6632287502288818
T29-1093_A_B,-8.185895919799805,3.906973123550415,-0.9567317366600037
T29-1094_A_B,-5.579333305358887,4.130509853363037,0.6896992921829224
T29-1095_A_B,-3.368122100830078,2.4070355892181396,-0.31277230381965637
T29-1096_A_B,-4.069533348083496,2.2015762329101562,-0.6898666620254517
T29-1097_A_B,-4.124568462371826,4.004065990447998,0.6990742683410645
T29-1098_A_B,-5.141016006469727,1.7054184675216675,-1.0954926013946533
T29-1099_A_B,-2.8684849739074707,4.100546836853027,1.2764277458190918
T29-1100_A_B,-5.964982032775879,3.9102365970611572,-0.5598132610321045
T29-1101_A_B,-5.554156303405762,3.4182565212249756,0.3905511498451233
T29-1102_A_B,-12.036173820495605,2.3701846599578857,-2.272461414337158
T29-1103_A_B,-10.231757164001465,2.5977447032928467,-2.9197263717651367
T29-1104_A_B,-7.86290168762207,1.9209293127059937,-2.192985773086548
T29-1105_A_B,-3.202954053878784,3.7779953479766846,1.1819480657577515
T29-1106_A_B,-5.354628562927246,3.2871880531311035,-0.6911702752113342
T29-1107_A_B,-2.5496959686279297,3.8369312286376953,0.9150826334953308
T29-1109_A_B,-5.89046573638916,2.361812114715576,-0.7383280396461487
T29-1110_A_B,-5.834797382354736,2.7226130962371826,-1.8841428756713867
T29-1111_A_B,-3.6678659915924072,5.764527797698975,1.1937353610992432
T29-1112_A_B,-6.690505027770996,2.7029166221618652,-0.8039742708206177
T29-1113_A_B,-2.8533663749694824,3.71990966796875,0.9877548217773438
T29-1114_A_B,-6.535205364227295,1.800820231437683,-1.1909470558166504
T29-1115_A_B,-7.579284191131592,3.0678462982177734,-0.21980682015419006
T29-1116_A_B,-2.4179036617279053,3.5979201793670654,0.7864795923233032
T29-1117_A_B,-9.631791114807129,3.1774473190307617,-2.485518455505371
T29-1118_A_B,-2.2621021270751953,4.455930709838867,1.120018482208252
T29-1119_A_B,-3.55362606048584,2.2628185749053955,-0.42761659622192383
T29-111_A_B,-3.1549437046051025,5.044163703918457,1.140944480895996
T29-1120_A_B,-2.321373462677002,4.465249538421631,1.3791555166244507
T29-1121_A_B,-5.536591529846191,2.711427927017212,-0.5858979225158691
T29-1122_A_B,-2.0892481803894043,3.7647759914398193,0.9888710975646973
T29-1123_A_B,-5.649838924407959,3.4066412448883057,-0.1193036213517189
T29-1125_A_B,-3.397435188293457,5.005089282989502,1.1809383630752563
T29-1126_A_B,-5.280390739440918,2.730781078338623,-0.9287793040275574
T29-1127_A_B,-7.956572532653809,2.262791872024536,-1.1694902181625366
T29-1128_A_B,-7.265280723571777,4.742270469665527,-0.6902579069137573
T29-1129_A_B,-6.496526718139648,2.4420740604400635,-0.9265827536582947
T29-112_A_B,-5.394104957580566,4.606864929199219,0.7038217782974243
T29-1130_A_B,-7.331196308135986,3.597093343734741,-0.8910650610923767
T29-1131_A_B,-3.6182594299316406,2.307432174682617,-0.5501278042793274
T29-1132_A_B,-2.3984789848327637,3.1207027435302734,0.978347897529602
T29-1133_A_B,-5.5030131340026855,3.9305419921875,-0.19425393640995026
T29-1134_A_B,-5.645668983459473,2.059450149536133,-1.7727991342544556
T29-1135_A_B,-6.8423638343811035,2.760554790496826,-0.9778047204017639
T29-1136_A_B,-3.646575689315796,3.9936935901641846,0.610828161239624
T29-1137_A_B,-3.4254558086395264,2.0067434310913086,-0.5384108424186707
T29-1138_A_B,-6.317954063415527,3.293703079223633,-1.078037142753601
T29-1139_A_B,-5.421658039093018,4.550131320953369,-0.8736053109169006
T29-113_A_B,-7.689942836761475,2.0501723289489746,-1.0652403831481934
T29-1140_A_B,-4.645291328430176,2.11261248588562,-0.8881056904792786
T29-1141_A_B,-5.893989086151123,2.753142833709717,-0.8714417219161987
T29-1142_A_B,-9.16188907623291,2.1348581314086914,-1.6492072343826294
T29-1143_A_B,-4.855608940124512,2.8360817432403564,-0.2043015956878662
T29-1144_A_B,-3.8398449420928955,2.7137646675109863,-0.18836694955825806
T29-1145_A_B,-1.9630224704742432,5.33640718460083,0.9102494120597839
T29-1146_A_B,-3.209615468978882,4.853324890136719,1.0373032093048096
T29-1147_A_B,-7.915711402893066,2.8963308334350586,-0.9925463199615479
T29-1148_A_B,-3.34973406791687,2.9198174476623535,-0.020222365856170654
T29-1149_A_B,-10.053832054138184,2.370013952255249,-0.5374687314033508
T29-114_A_B,-3.2407243251800537,3.716407060623169,-0.15084606409072876
T29-1150_A_B,-2.7333052158355713,4.844095230102539,1.1891887187957764
T29-1152_A_B,-2.760676622390747,4.414125442504883,1.0952438116073608
T29-1153_A_B,-6.378559112548828,2.982412576675415,-1.9090919494628906
T29-1154_A_B,-7.159492492675781,3.138989210128784,-1.0914453268051147
T29-1155_A_B,-5.9616618156433105,2.0325210094451904,-1.1289820671081543
T29-1156_A_B,-6.102327346801758,2.4167513847351074,-1.2256639003753662
T29-1157_A_B,-7.68703031539917,2.0046277046203613,-0.6789288520812988
T29-1158_A_B,-4.581286430358887,3.7359683513641357,0.2422667145729065
T29-1159_A_B,-7.69564962387085,2.6113674640655518,-1.7311080694198608
T29-115_A_B,-2.6001124382019043,3.1284353733062744,0.17811472713947296
T29-1160_A_B,-3.742513418197632,3.4691338539123535,0.5028226971626282
T29-1161_A_B,-3.1648201942443848,1.9928853511810303,-0.5099305510520935
T29-1162_A_B,-8.483046531677246,2.718330144882202,-1.6759648323059082
T29-1163_A_B,-1.9868143796920776,3.595142364501953,1.1115316152572632
T29-1164_A_B,-4.612061023712158,3.7373170852661133,-0.13620036840438843
T29-1165_A_B,-6.396433353424072,2.608114004135132,-0.5286487936973572
T29-1166_A_B,-5.419938087463379,2.3683483600616455,-1.2569314241409302
T29-1168_A_B,-4.916548728942871,4.372005462646484,0.46080946922302246
T29-1169_A_B,-6.91438102722168,2.9542131423950195,-1.3969205617904663
T29-1170_A_B,-3.5630345344543457,4.03847074508667,0.29521411657333374
T29-1171_A_B,-4.219157695770264,3.0175936222076416,-0.3244656026363373
T29-1172_A_B,-3.598215341567993,3.636002779006958,-0.08526130765676498
T29-1173_A_B,-7.123614311218262,2.7772433757781982,-0.777440071105957
T29-1174_A_B,-3.559174060821533,4.397472381591797,0.36234042048454285
T29-1175_A_B,-5.743314743041992,3.695693016052246,-0.3555322587490082
T29-1176_A_B,-2.809056043624878,2.9020156860351562,0.2785857319831848
T29-1177_A_B,-4.050243377685547,4.320728302001953,-0.36388900876045227
T29-1178_A_B,-4.408570766448975,1.7835696935653687,-1.4066858291625977
T29-1179_A_B,-4.077602863311768,4.5728068351745605,0.32507485151290894
T29-1180_A_B,-2.84407377243042,4.79375696182251,0.6567069888114929
T29-1181_A_B,-2.797327756881714,1.6019389629364014,-0.4294242560863495
T29-1182_A_B,-11.634095191955566,3.5417253971099854,-1.6047624349594116
T29-1183_A_B,-7.719546794891357,2.780179262161255,-1.1992387771606445
T29-1184_A_B,-4.445693016052246,2.586425304412842,0.1888836920261383
T29-1185_A_B,-4.5605387687683105,4.37805700302124,0.6603561639785767
T29-1186_A_B,-4.64851188659668,3.334968090057373,-0.5947290062904358
T29-1187_A_B,-5.816502094268799,3.147327184677124,-0.7869040966033936
T29-1188_A_B,-5.350158214569092,4.008595943450928,0.8339054584503174
T29-1189_A_B,-6.290881156921387,1.7874226570129395,-1.4435646533966064
T29-118_A_B,-5.114665985107422,5.091197490692139,-0.08840268850326538
T29-1190_A_B,-3.942838430404663,4.226583003997803,1.0126149654388428
T29-1191_A_B,-5.425154209136963,2.7140355110168457,-0.612048327922821
T29-1192_A_B,-11.200891494750977,1.9171946048736572,-2.512416362762451
T29-1193_A_B,-5.426725387573242,2.77681303024292,-0.47645291686058044
T29-1194_A_B,-3.234793186187744,5.095236301422119,0.706989049911499
T29-1195_A_B,-5.776334285736084,2.5134174823760986,-0.5077182650566101
T29-1196_A_B,-7.120967864990234,3.7158119678497314,-0.6068958044052124
T29-1197_A_B,-3.852137804031372,4.924875736236572,0.40306052565574646
T29-1198_A_B,-6.816795349121094,2.8418335914611816,-1.5773357152938843
T29-1199_A_B,-3.1283926963806152,2.872032642364502,-0.13369251787662506
T29-119_A_B,-8.169574737548828,3.7796080112457275,-2.4632880687713623
T29-11_A_B,-6.1866068840026855,2.069080114364624,-0.4674614369869232
T29-1201_A_B,-4.537765979766846,2.9894089698791504,-0.08289363235235214
T29-1202_A_B,-3.1622376441955566,1.5771682262420654,-0.7062060832977295
T29-1203_A_B,-8.472569465637207,2.2369155883789062,-1.4806175231933594
T29-1204_A_B,-3.0691070556640625,4.946498870849609,1.5148530006408691
T29-1206_A_B,-2.5675220489501953,4.5684709548950195,1.0166809558868408
T29-1207_A_B,-3.1330442428588867,4.436543941497803,1.1975398063659668
T29-1208_A_B,-7.5499701499938965,3.902679204940796,-1.3751170635223389
T29-1209_A_B,-4.043675899505615,4.255581378936768,0.9641379714012146
T29-120_A_B,-6.273741722106934,3.3501925468444824,-0.7262452840805054
T29-1210_A_B,-3.049060583114624,4.553633689880371,1.236139178276062
T29-1211_A_B,-2.836169719696045,4.093477249145508,1.0238736867904663
T29-1212_A_B,-4.813976287841797,1.9502300024032593,-0.5332435369491577
T29-1213_A_B,-6.462784767150879,3.487572193145752,-1.0496782064437866
T29-1214_A_B,-5.523161888122559,3.3678247928619385,-0.5497205257415771
T29-1215_A_B,-6.168625354766846,2.8531317710876465,-1.1423802375793457
T29-1216_A_B,-10.18152904510498,4.611160755157471,-1.7216171026229858
T29-1217_A_B,-5.98974084854126,1.4242122173309326,-1.339023232460022
T29-1218_A_B,-4.31702995300293,5.049956798553467,0.857724666595459
T29-1219_A_B,-6.7532758712768555,3.965240955352783,-0.4494043290615082
T29-121_A_B,-3.4747419357299805,4.142461776733398,0.7540856599807739
T29-1221_A_B,-3.0891456604003906,4.586319923400879,1.4089131355285645
T29-1222_A_B,-9.1390380859375,2.5137999057769775,-2.911935329437256
T29-1223_A_B,-5.7960405349731445,4.219372749328613,-0.629626452922821
T29-1224_A_B,-4.9898600578308105,2.571491241455078,-0.5513323545455933
T29-1225_A_B,-3.037588596343994,3.5646426677703857,0.5876705646514893
T29-1226_A_B,-9.057680130004883,2.7341811656951904,-1.906955361366272
T29-1227_A_B,-7.557887077331543,4.1390790939331055,-1.6559697389602661
T29-1228_A_B,-3.953073740005493,3.0101051330566406,-0.40773633122444153
T29-1229_A_B,-3.098733901977539,4.781829833984375,1.2029383182525635
T29-122_A_B,-6.583043575286865,3.120419502258301,-1.3495835065841675
T29-1230_A_B,-2.3329548835754395,2.186025619506836,0.19306690990924835
T29-1231_A_B,-5.467748165130615,1.8624902963638306,-0.6138189435005188
T29-1232_A_B,-3.819972276687622,3.9529128074645996,0.4099876582622528
T29-1233_A_B,-3.030383348464966,3.685663938522339,0.6335117816925049
T29-1234_A_B,-9.220486640930176,2.7387619018554688,-0.9607608914375305
T29-1235_A_B,-3.143918991088867,-0.2402891218662262,-2.0257279872894287
T29-1236_A_B,-4.826515197753906,2.502188205718994,-0.48290902376174927
T29-1237_A_B,-5.898529052734375,3.447828769683838,-0.3951950669288635
T29-1238_A_B,-6.473477363586426,1.8252263069152832,-0.649774432182312
T29-1239_A_B,-8.198615074157715,2.7509851455688477,-1.0490620136260986
T29-123_A_B,-6.033087730407715,2.220641613006592,-0.6169939637184143
T29-1240_A_B,-4.670335292816162,2.5685880184173584,-0.31929105520248413
T29-1241_A_B,-6.003606796264648,0.8717589974403381,-1.0827947854995728
T29-1242_A_B,-5.778743743896484,1.7158418893814087,-1.0126984119415283
